sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
2618,Camelot,Schonbek,Lighting > Flush Mount,1745,"*MADE TO ORDER

As Napoleon embarked on a journey for
regional domination, he looked back at the
glorious days of the Greek and Roman
empires, celebrating the virtues of Antiquityâs
military and cultural powers. Corinthian
richness and splendor filled castles and private
homes, combining the geometry of classicism
with lavish stones and metals. Camelot is a
dense plethora of crystals reminiscent of eras
of true imperial splendor.

Choose from the following crystals and finishes: 

Crystal: 

1. Clear Gemcut Crystal 

Finish: 

1. Polished Silver (-40) 

2. Aurelia (-211)

Type: Close to Ceiling
Width/Length: 19.5in / 50cm
Height: 11in / 28cm
Hang Weight: 11lbs / 5kg
Tier Count: 1
Bulb Count: 6
Bulb Info: (6) E12, 40 MAX, B10**
Voltage: 110V
","2618-1, 2618-2",19.5,19.5,11
1718,Century,Schonbek,Lighting > Chandeliers,6425,"*MADE TO ORDER

The ultimate heirloom chandelier, regal and
refined, timeless and classic. A masterpiece of
cascading crystals with an intricately cut crystal
column, Century is fit for a ballroom, a stately
dining room or a grand residence.

Choose from the following crystals and finishes:

Crystal:

1. Clear Heritage Crystal

Finish:

1. Heirloom Gold (-22)

2. Etruscan Gold (-23)

3. French Gold (-26) Premium Finish

4. Polished Silver (-40)

5. Antique Silver (-48)

6. Heirloom Bronze (-76)

7. Aurelia (-211)

8. Black Pearl (-49) Premium Finish

9. Heirloom Silver (-44)

10. Moonstone (-25)

Type: Chandelier
Width/Length: 42.5in / 108cm
Height: 41in / 104cm
Chain Length: 84in / 213cm
Hang Weight: 60lbs / 27kg
Tier Count: 3
Bulb Count: 28
Bulb Info: (28) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","1718-1, 1718-2",42.5,42.5,41
1829,Century,Schonbek,Lighting > Chandeliers,989,"*MADE TO ORDER

The ultimate heirloom chandelier, regal and
refined, timeless and classic. A masterpiece of
cascading crystals with an intricately cut crystal
column, Century is fit for a ballroom, a stately
dining room or a grand residence.

Choose from the following crystals and finishes:

Crystal:

1. Clear Heritage Crystal

Finish:

1. Heirloom Gold (-22)

2. Etruscan Gold (-23)

3. French Gold (-26) Premium Finish

4. Polished Silver (-40)

5. Antique Silver (-48)

6. Heirloom Bronze (-76)

7. Aurelia (-211)

8. Black Pearl (-49) Premium Finish

9. Heirloom Silver (-44)

10. Moonstone (-25)

Type: Pendant
Width/Length: 12.5in / 32cm
Height: 14in / 36cm
Chain Length: 40in / 102cm
Hang Weight: 4lbs / 1.8kg
Tier Count: 1
Bulb Count: 1
Bulb Info: (1) E26, 100 MAX, A19**
Voltage: 110V / 220V / CCC
","1829-1, 1829-2",12.5,12.5,14
1716,Century,Schonbek,Lighting > Chandeliers,5795,"*MADE TO ORDER 

The ultimate heirloom chandelier, regal and 
refined, timeless and classic. A masterpiece of 
cascading crystals with an intricately cut crystal 
column, Century is fit for a ballroom, a stately 
dining room or a grand residence. 

Choose from the following crystals and finishes: 

Crystal: 

1. Clear Heritage Crystal 

Finish: 

1. Heirloom Gold (-22) 

2. Etruscan Gold (-23) 

3. French Gold (-26) Premium Finish 

4. Polished Silver (-40) 

5. Antique Silver (-48) 

6. Heirloom Bronze (-76) 

7. Aurelia (-211) 

8. Black Pearl (-49) Premium Finish 

9. Heirloom Silver (-44) 

10. Moonstone (-25)

Type: Chandelier
Width/Length: 37in / 94cm
Height: 54.5in / 138cm
Chain Length: 120in / 305cm
Hang Weight: 48lbs / 21.6kg
Tier Count: 3
Bulb Count: 20
Bulb Info: (20) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","1716-1, 1716-2",37,37,54.5
2727,Equinoxe,Schonbek,Lighting > Chandeliers,15745,"* MADE TO ORDER 

When the earthâs center passes through the
sun, the northern and southern hemispheres
are equally illuminated. A massive explosion of
crystal and light, Equinoxe is composed of a
matrix of eight-point star shapes inspired by
ancient mosaics, showcasing the grandeur and
craft of nineteenth-century Bohemian traditions.

Choose your trim:
- Clear Gemcut Crystal

Choose your color:
- Polished Silver (-40)
- Aurelia (-211)

Type: Chandelier
Width/Length: 29.5in / 75cm
Height: 58in / 147cm
Chain Length: 84in / 213cm
Hang Weight: 100lbs / 45kg
Tier Count: 1
Bulb Count: 63
Bulb Info: (63) E12, 60 MAX, B10**
Voltage: 110V","2727-1, 2727-2",29.5,29.5,58
2726,Equinoxe,Schonbek,Lighting > Chandeliers,10755,"* MADE TO ORDER 

When the earthâs center passes through the 
sun, the northern and southern hemispheres 
are equally illuminated. A massive explosion of 
crystal and light, Equinoxe is composed of a 
matrix of eight-point star shapes inspired by 
ancient mosaics, showcasing the grandeur and 
craft of nineteenth-century Bohemian traditions. 

Choose your trim: 
- Clear Gemcut Crystal 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 29.5in / 75cm
Height: 36in / 91cm
Chain Length: 84in / 213cm
Hang Weight: 66lbs / 29.7kg
Tier Count: 1
Bulb Count: 45
Bulb Info: (45) E12, 60 MAX, B10**
Voltage: 110V","2726-1, 2726-2",29.5,29.5,36
FE7018,Filigrae,Schonbek,Lighting > Chandeliers,5260,"* MADE TO ORDER

The masquerades of the Renaissance, in
Florence, Venice or Paris, were remarkable in
their lavishness and inventiveness. Filigrae, a
chef dâoeuvre of ornate precious branches and
heavy crystals, celebrates the festive spirit of
the sixteenth centuryâs masked balls. 

Choose from the following crystals and finishes:

Crystal:

1. Clear Heritage Crystal

Finish:

1. Etruscan Gold (-23)

2. French Gold (-26) Premium Finish

3. Antique Silver (-48)

4.Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 39in / 99cm
Height: 38in / 97cm
Chain Length: 40in / 102cm
Hang Weight: 42lbs / 18.9kg
Tier Count: 1
Bulb Count: 18
Bulb Info: (18) E12, 60 MAX, B10**
Voltage: 110V","FE7018-1, FE7018-2",39,39,38
FE7066N,Filigrae,Schonbek,Lighting > Chandeliers,2550,"* MADE TO ORDER 

The masquerades of the Renaissance, in 
Florence, Venice or Paris, were remarkable in 
their lavishness and inventiveness. Filigrae, a 
chef dâoeuvre of ornate precious branches and 
heavy crystals, celebrates the festive spirit of 
the sixteenth centuryâs masked balls. 

Choose from the following crystals and finishes: 

Crystal: 

1. Clear Heritage Crystal 

Finish: 

1. Etruscan Gold (-23) 

2. French Gold (-26) Premium Finish 

3. Antique Silver (-48) 

4.Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 24in / 61cm
Height: 22in / 56cm
Chain Length: 40in / 102cm
Hang Weight: 18lbs / 8.1kg
Tier Count: 1
Bulb Count: 6
Bulb Info: (6) E12, 60 MAX, B10**
Voltage: 110V","FE7066N-1, FE7066N-2",24,24,22
FE7006,Filigrae,Schonbek,Lighting > Chandeliers,2315,"* MADE TO ORDER 

The masquerades of the Renaissance, in 
Florence, Venice or Paris, were remarkable in 
their lavishness and inventiveness. Filigrae, a 
chef dâoeuvre of ornate precious branches and 
heavy crystals, celebrates the festive spirit of 
the sixteenth centuryâs masked balls. 

Choose from the following crystals and finishes: 

Crystal: 

1. Clear Heritage Crystal 

Finish: 

1. Etruscan Gold (-23) 

2. French Gold (-26) Premium Finish 

3. Antique Silver (-48) 

4.Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 22.5in / 57cm
Height: 26in / 66cm
Chain Length: 40in / 102cm
Hang Weight: 16lbs / 7.2kg
Tier Count: 1
Bulb Count: 6
Bulb Info: (6) E12, 60 MAX, B10**
Voltage: 110V","FE7006-1, FE7006-2",22.5,22.5,26
5708,Hamilton,Schonbek,Lighting > Chandeliers,10325,"* MADE TO ORDER

A multilayered chandelier with hand-formed
crystal arms and hand-cut crystals, Hamilton is
a true heirloom piece of palatial grandeur. A
distinguished silhouette is elongated with scale
in mind for a bold yet classic addition to any
lobby or restaurant space.

Choose your trim:
- Clear Heritage Crystal
- Jet Black Heritage Crystal

Choose your color:
- Jet Black (-55)

Type: Chandelier
Width/Length: 30in / 76cm
Height: 44in / 112cm
Chain Length: 40in / 102cm
Hang Weight: 48lbs / 21.6kg
Tier Count: 2
Bulb Count: 12
Bulb Info: (12) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","5708-1, 5708-2",30,30,44
5737,Hamilton,Schonbek,Lighting > Chandeliers,6865,"* MADE TO ORDER

A multilayered chandelier with hand-formed
crystal arms and hand-cut crystals, Hamilton is
a true heirloom piece of palatial grandeur. A
distinguished silhouette is elongated with scale
in mind for a bold yet classic addition to any
lobby or restaurant space.

Choose your trim:
- Clear Heritage Crystal
- Jet Black Heritage Crystal

Choose your color:
- Jet Black (-55)
- Polished Silver (-40)

Type: Chandelier
Width/Length: 28in / 71cm
Height: 35in / 89cm
Chain Length: 40in / 102cm
Hang Weight: 33lbs / 14.9kg
Tier Count: 1
Bulb Count: 8
Bulb Info: (8) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","5737-1, 5737-2",28,28,35
5701,Hamilton,Schonbek,Lighting > Wall Sconces,449,"* MADE TO ORDER

A multilayered chandelier with hand-formed
crystal arms and hand-cut crystals, Hamilton is
a true heirloom piece of palatial grandeur. A
distinguished silhouette is elongated with scale
in mind for a bold yet classic addition to any
lobby or restaurant space.

Choose your trim:
- Clear Heritage Crystal
- Jet Black Heritage Crystal

Choose your color:
- Jet Black (-55)
- Polished Silver (-40)

Type: Wall Sconce
Width/Length: 5in / 13cm
Height: 17in / 43cm
Depth/Extension: 7.5in / 19cm
Hang Weight: 3lbs / 1.4kg
Tier Count: 1
Bulb Count: 1
Bulb Info: (1) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC
","5701-1, 5701-2",5,7.5,17
5536,Hamilton Rock Crystal,Schonbek,Lighting > Chandeliers,4325,"*MADE TO ORDER

The decadently playful medley of Hamilton
Rock Crystalâs rare colored rock crystal drops,
heavy pendants, garlands and icicles creates a
fantasy of texture and light.

Choose your trim:
- Clear Rock Crystal
- Jet Black Rock Crystal
- Amethyst And Rose Rock Crystal

Choose your color:
- Jet Black (-55)
- Polished Silver (-40)

Type: Chandelier
Width/Length: 24in / 61cm
Height: 31in / 79cm
Chain Length: 40in / 102cm
Hang Weight: 27lbs / 12.2kg
Tier Count: 1
Bulb Count: 7
Bulb Info: (7) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC
","5536-1, 5536-2",24,24,31
5535,Hamilton Rock Crystal,Schonbek,Lighting > Chandeliers,3555,"*MADE TO ORDER 

The decadently playful medley of Hamilton 
Rock Crystalâs rare colored rock crystal drops, 
heavy pendants, garlands and icicles creates a 
fantasy of texture and light. 

Choose your trim: 
- Clear Rock Crystal 
- Jet Black Rock Crystal 
- Amethyst And Rose Rock Crystal 

Choose your color: 
- Jet Black (-55) 
- Polished Silver (-40)

Type: Chandelier
Width/Length: 22in / 56cm
Height: 29.5in / 75cm
Chain Length: 40in / 102cm
Hang Weight: 22lbs / 9.9kg
Tier Count: 1
Bulb Count: 6
Bulb Info: (6) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","5535-1, 5535-2",22,22,29.5
5013,La Scala,Schonbek,Lighting > Chandeliers,15615,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal
garlands and flower-shaped cups of La Scala
evoke the sixteenth-century chandeliers of the
Rococo. Its ornate arms and scrolls are cast by
hand from Schonbek family molds.

Choose your trim:
- Clear Crystals From Swarovski
- Clear Heritage Crystal

Choose your color:
- Heirloom Gold (-22)
- Etruscan Gold (-23)
- Parchment Gold (-27) Artistic Casting Premium Finish
- Antique Silver (-48)
- Parchment Bronze (-74) Artistic Casting Premium Finish
- Heirloom Bronze (-76)
- Roman Silver (-80) Artistic Casting Premium Finish
- Florentine Bronze (-83) Artistic Casting Premium Finish
- Midnight Gild (-86) Artistic Casting Premium Finish
- French Gold (-26) Artistic Casting


Type: Chandelier
Width/Length: 46in / 117cm
Height: 48in / 122cm
Chain Length: 126in / 320cm
Hang Weight: 102lbs / 45.9kg
Tier Count: 2
Bulb Count: 24
Bulb Info: (24) E12, 60 MAX, B10**
Voltage: 110V","5013-1, 5013-2",46,46,48
5075,La Scala,Schonbek,Lighting > Chandeliers,6385,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal
garlands and flower-shaped cups of La Scala
evoke the sixteenth-century chandeliers of the
Rococo. Its ornate arms and scrolls are cast by
hand from Schonbek family molds.

Choose your trim:
- Clear Crystals From Swarovski
- Clear Heritage Crystal

Choose your color:
- Heirloom Gold (-22)
- Etruscan Gold (-23)
- Parchment Gold (-27) Artistic Casting Premium Finish
- Antique Silver (-48)
- Parchment Bronze (-74) Artistic Casting Premium Finish
- Heirloom Bronze (-76)
- Roman Silver (-80) Artistic Casting Premium Finish
- Florentine Bronze (-83) Artistic Casting Premium Finish
- Midnight Gild (-86) Artistic Casting Premium Finish
- French Gold (-26) Artistic Casting

Type: Chandelier
Width/Length: 28in / 71cm
Height: 32in / 81cm
Chain Length: 120in / 305cm
Hang Weight: 44lbs / 19.8kg
Tier Count: 2
Bulb Count: 15
Bulb Info: (15) E12, 60 MAX, B10**
Voltage: 110V","5075-1, 5075-2",28,28,32
5011,La Scala,Schonbek,Lighting > Chandeliers,9525,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal 
garlands and flower-shaped cups of La Scala 
evoke the sixteenth-century chandeliers of the 
Rococo. Its ornate arms and scrolls are cast by 
hand from Schonbek family molds. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- Parchment Gold (-27) Artistic Casting Premium Finish 
- Antique Silver (-48) 
- Parchment Bronze (-74) Artistic Casting Premium Finish 
- Heirloom Bronze (-76) 
- Roman Silver (-80) Artistic Casting Premium Finish 
- Florentine Bronze (-83) Artistic Casting Premium Finish 
- Midnight Gild (-86) Artistic Casting Premium Finish 
- French Gold (-26) Artistic Casting

Type: Chandelier
Width/Length: 33in / 84cm
Height: 41in / 104cm
Chain Length: 84in / 213cm
Hang Weight: 80lbs / 36kg
Tier Count: 1
Bulb Count: 12
Bulb Info: (12) E12, 60 MAX, B10**
Voltage: 110V
","5011-1, 5011-2",33,33,41
5008,La Scala,Schonbek,Lighting > Chandeliers,6665,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal 
garlands and flower-shaped cups of La Scala 
evoke the sixteenth-century chandeliers of the 
Rococo. Its ornate arms and scrolls are cast by 
hand from Schonbek family molds. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- Parchment Gold (-27) Artistic Casting Premium Finish 
- Antique Silver (-48) 
- Parchment Bronze (-74) Artistic Casting Premium Finish 
- Heirloom Bronze (-76) 
- Roman Silver (-80) Artistic Casting Premium Finish 
- Florentine Bronze (-83) Artistic Casting Premium Finish 
- Midnight Gild (-86) Artistic Casting Premium Finish 
- French Gold (-26) Artistic Casting

Type: Chandelier
Width/Length: 28in / 71cm
Height: 38in / 97cm
Chain Length: 126in / 320cm
Hang Weight: 50lbs / 22.5kg
Tier Count: 1
Bulb Count: 10
Bulb Info: (10) E12, 60 MAX, B10**
Voltage: 110V
","5008-1, 5008-2",28,28,38
5071,La Scala,Schonbek,Lighting > Wall Sconces,1185,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal 
garlands and flower-shaped cups of La Scala 
evoke the sixteenth-century chandeliers of the 
Rococo. Its ornate arms and scrolls are cast by 
hand from Schonbek family molds. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- Parchment Gold (-27) Artistic Casting Premium Finish 
- Antique Silver (-48) 
- Parchment Bronze (-74) Artistic Casting Premium Finish 
- Heirloom Bronze (-76) 
- Roman Silver (-80) Artistic Casting Premium Finish 
- Florentine Bronze (-83) Artistic Casting Premium Finish 
- Midnight Gild (-86) Artistic Casting Premium Finish 
- French Gold (-26) Artistic Casting

Type: Wall Sconce
Width/Length: 11.5in / 29cm
Height: 17in / 43cm
Depth/Extension: 7.5in / 19cm
Hang Weight: 5lbs / 2.3kg
Tier Count: 1
Bulb Count: 3
Bulb Info: (3) E12, 60 MAX, B10**
Voltage: 110V","5071-1, 5071-2",11.5,7.5,17
5070,La Scala,Schonbek,Lighting > Wall Sconces,889,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal 
garlands and flower-shaped cups of La Scala 
evoke the sixteenth-century chandeliers of the 
Rococo. Its ornate arms and scrolls are cast by 
hand from Schonbek family molds. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- Parchment Gold (-27) Artistic Casting Premium Finish 
- Antique Silver (-48) 
- Parchment Bronze (-74) Artistic Casting Premium Finish 
- Heirloom Bronze (-76) 
- Roman Silver (-80) Artistic Casting Premium Finish 
- Florentine Bronze (-83) Artistic Casting Premium Finish 
- Midnight Gild (-86) Artistic Casting Premium Finish 
- French Gold (-26) Artistic Casting

Type: Wall Sconce
Width/Length: 11.5in / 29cm
Height: 16.5in / 42cm
Depth/Extension: 6.5in / 17cm
Hang Weight: 5lbs / 2.3kg
Tier Count: 1
Bulb Count: 2
Bulb Info: (2) E12, 60 MAX, B10**
Voltage: 110V
","5070-1, 5070-2",11.5,6.5,16.5
5069,La Scala,Schonbek,Lighting > Wall Sconces,619,"* MADE TO ORDER 

The soft curves, leaf-like motifs, rich crystal 
garlands and flower-shaped cups of La Scala 
evoke the sixteenth-century chandeliers of the 
Rococo. Its ornate arms and scrolls are cast by 
hand from Schonbek family molds. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- Parchment Gold (-27) Artistic Casting Premium Finish 
- Antique Silver (-48) 
- Parchment Bronze (-74) Artistic Casting Premium Finish 
- Heirloom Bronze (-76) 
- Roman Silver (-80) Artistic Casting Premium Finish 
- Florentine Bronze (-83) Artistic Casting Premium Finish 
- Midnight Gild (-86) Artistic Casting Premium Finish 
- French Gold (-26) Artistic Casting

Type: Wall Sconce
Width/Length: 5in / 13cm
Height: 16in / 41cm
Depth/Extension: 8in / 20cm
Hang Weight: 3lbs / 1.4kg
Tier Count: 1
Bulb Count: 1
Bulb Info: (1) E12, 60 MAX, B10**
Voltage: 110V","5069-1, 5069-2",5,8,16
