sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
27520,WILDWOOD Urbano Lamp - Old White,WILDWOOD,Lighting > Table Lamps ,769.07,"Hand Textured Tuscan Ceramic


Overall Dimensions: 34h x 10w x 10d
Materials: Tuscan Ceramic
Finish: Old White Glaze
",27520-1,10,10,24
60465,WILDWOOD Easton Lamp,WILDWOOD,Lighting > Table Lamps ,659.56,"Illuminate Your Living Or Entertainment Area With Easton Lamp. This 32"" Table Lamp Creates Visual Interest With Its Hexagonal Design Pattern And Black Glass Base. The Angles And Gold Leaf Finish Relect The Light Being Diffused By The Rectangular Gray Silkette Shade With Black Trim. A Complementary Gold Hexagonal Finial Completes The Decorative Look.

Overall Dimensions: 32h x 8w x 5d
Materials: Iron
Finish: Gold Leaf",60465-1,8,5,32
301657,WILDWOOD Crystal Finial,WILDWOOD,Accessories > Crystal,669.51,"Hand Cut And Polished Finial Sculpture On Solid Brass Base.

Overall Dimensions: 25.5h x 5.3w x 5.3d
Materials: Crystal
Finish: Clear","301657-1, 301657-2",5.3,5.3,25.5
47127,WILDWOOD Marianna Lamp,WILDWOOD,Lighting > Table Lamps ,445.51,"Feel The Cares Of The World Fall Away When Looking At The Mesmerizing Swirls Of Silver And Teal Over The Glass Of This 27"" Table Lamp. A Clear Cylindrical Finial Secures An Off White Silkette Shade Keeping The Focus On The Exquisite Art Glass. Proudly Display This Artistic Design On A Table In Your Rustic Modern Home.

Overall Dimensions: 27h x 8.5w x 8.5d
Materials: Glass/Metal
Finish: Silver/Teal/Nickel","47127-1, 47127-2, 47127-3, 47127-4",8.5,8.5,27
26007,WILDWOOD Mimi Lamp - Breeze,WILDWOOD,Lighting > Table Lamps ,545.07,"Bring Elegance To Your Home With This Hand Decorated Porcelain Table Lamp. The Breeze Blue Glazed Body Features A Pattern Of Interlocking Circles With A Gold Leaf Finish That Draws Your Attention. Display This Graceful Design On Tabletops In Your Bedroom Or Living Area For Beauty As Well As Ambient Lighting.

Overall Dimensions: 27h x 10w x 10d
Materials: Porcelain
Finish: Breeze Blue Glaze","26007-1, 26007-2",10,10,27
67173,WILDWOOD Buckhead Chandelier - Gold,WILDWOOD,Lighting > Chandeliers,1714.85,"Antique Gold Leaf Finish On Iron With Clear Crystals. Six Lights. Comes With 9 Feet Of Chain.

Overall Dimensions: 36.5h x 29.5w x 29.5d
Materials: Iron
Finish: Antique Gold Leaf","67173-1, 67173-2, 67173-3, 67173-4, 67173-5",29.5,29.5,36.5
60462,WILDWOOD Jackson Table cLamp,WILDWOOD,Lighting > Table Lamps ,734.23,"A Masculine Design Combines With Feminine Accents To Create This 27.5"" Contemporary Table Lamp. Jackson Lamp Features A Rectangular Slab Of Natural Brown Marble Juxtaposed By The Soft Golden Accents And Clear Acrylic Base. An Elegant Off White Silkette Shade Tops The Design That Blends Effortlessly With Your Existing Decor.

Overall Dimensions: 27.5h x 8.5w x 4d
Materials: Marble
Finish: Natural Brown",60462-1,8.5,4,27.5
60680,WILDWOOD Les Feuilles Table Lamp,WILDWOOD,Lighting > Table Lamps ,968.08,"Hand Sculpted Iron Leaf Design With Antique Gold Leaf Finish, Clear Crystal Column With Antique Gold Leaf Mounting

Overall Dimensions: 36.5h x 7.5w x 7.5d
Materials: Iron/Crystal
Finish: Antique Gold Leaf/Clear","60680-1, 60680-2, 60680-3, 60680-4
",7.5,7.5,36.5
67174,WILDWOOD Buckhead Chandelier - Gold,WILDWOOD,Lighting > Chandeliers,1963.74,"Antique Gold Leaf Finish On Iron With Clear Crystals. Twelve Lights. Comes With 9 Feet Of Chain.

Overall Dimensions: 46h x 35w x 35d
Materials: Iron
Finish: Antique Gold Leaf","67174-1, 67174-2",35,35,46
67282,"WILDWOOD Flourish Chandelier - Brass",WILDWOOD,Lighting > Chandeliers,1540.63,"Cast Aluminium Leaves With Antique Brass Plating Dance Around An Iron Ring Suspended By Cable. Comes With 5' Of Adjustable Cable. Four Lights.

Overall Dimensions: 14h x 22w x 22d
Materials: Aluminum
Finish: Antique Brass Plating",67282-1,22,22,14
67175,WILDWOOD Buckhead Chandelier - Silver,WILDWOOD,Lighting > Chandeliers,1714.85,"Antique Silver Leaf On Iron With Clear Crystals. Twelve Lights. Comes With 9 Feet Of Chain.

Overall Dimensions: 36.5h x 29.5w x 29.5d
Materials: Iron
Finish: Antique Silver Leaf","67175-1, 67175-2",29.5,29.5,36.5
67230,WILDWOOD Lolita Chandelier (Lg),WILDWOOD,Lighting > Chandeliers,3382.41,"1930's Hollywood Regency Chandelier, Sparkling Crystal Flowers & Faceted Beads Burst From The Center Orb. Polished Brass Plated Frame, Sixteen Lights.

Overall Dimensions: 26h x 26w x 26d
Materials: Iron/Crystal
Finish: Brass Plated/Clear","67230-1, 67230-2, 67230-3, 67230-4, 67230-5",26,26,26
5221,WILDWOOD Blue White With Dragons Table Lamp,WILDWOOD,Lighting > Table Lamps ,858.66,"Hand Painted Overglaze Porcelain

Overall Dimensions: 27h
Materials: Porcelain
Finish: Hand Painted

",5221-1,,,27
9275,WILDWOOD Copely Table Lamp,WILDWOOD,Lighting > Table Lamps ,983.11,"Solid Crystal Column With Nickel Attachments

Overall Dimensions: 37h
Materials: Solid Crystal
Finish: Clear

",9275-1,,,37
60559,WILDWOOD Tootsie Table Lamp,WILDWOOD,Lighting > Table Lamps ,968.18,"Scorched Bronze Finish On Double Iron Circles With A Natural Brown Marble Base Make A Unique Lamp For A Bedside Table Or Living Room Console In A Masculine Space. A Rectangular Charcoal Gray Silkette Shade Covers Two Lights And Completes This Rustic Modern Design.

Overall Dimensions: 37.5h x 9w x 5.5d
Materials: Iron
Finish: Scorched Bronze","60559-1, 60559-2, 60559-3, 60559-4, 60559-5",9,5.5,37.5
65249,WILDWOOD Eden Table Lamp - Oxblood,WILDWOOD,Lighting > Table Lamps ,868.63,"Eden Lamp Features The Art Deco Style. This Single Gourd Vase Is Crafted Of Oxblood Red Metal With Antique Brass Finished Iron Accents. A Cream Silk Drum Shade With Matching Gold Trim Enhances This Elegant Table Lamp.

Overall Dimensions: 30.5h x 9w x 9d
Materials: Metal
Finish: Oxblood Red",65249-1,9,9,30.5
67270,WILDWOOD Salon Chandelier (Lg),WILDWOOD,Lighting > Chandeliers,3481.96,"Salon Chandelier Features Curved Clear Crystal Arms And Antique Brass Accents. Eight Lights With White Silkette Shades Top Each Arm And Provide Ample Illumination To Any Modern Space. (Canopy: 5"" Diameter X 3""H) Comes With 104"" Chain For Hanging.

Overall Dimensions: 29h x 30w x 30d
Materials: Crystal/Brass
Finish: Clear/Antique","67270-1, 67270-2, 67270-3, 67270-4",30,30,29
1179,WILDWOOD Esmerado Chandelier (Sm),WILDWOOD,Lighting > Chandeliers,2735.30,"Bronze On Iron With Crystal. Eight Lights. Comes With 9 Feet Of Chain.

Overall Dimensions: 38h x 28w x 28d
Materials: Iron/Lead Crystal
Finish: Bronze/Clear",1179-1,28,28,38
9120,WILDWOOD Torchiere Of Wood Floor Lamp,WILDWOOD,Lighting > Floor Lamps,968.18,"Distressed Wood With Antique Brass Accents (Shade: 19.5w X 5.5h)

Overall Dimensions: 71h x 9w x 9d
Materials: Wood
Finish: Antique Distressed",9120-1,9,9,71
67239,WILDWOOD Mackie Chandelier,WILDWOOD,Lighting > Chandeliers,3730.85,"Inspired By 1930's Hollywood Glamour, Our Mackie Chandelier Is The Epitome Of Modern Regency. Its Antique Brass Finished Frame Is Draped With Faceted Elongated Glass Beads.

Overall Dimensions: 48h x 40w x 40d
Materials: Iron/Crystal
Finish: Antique Brass/Clear","67239-1, 67239-2, 67239-3, 67239-4, 67239-5",40,40,48
9382,WILDWOOD Esmerado Chandelier (Lg),WILDWOOD,Lighting > Chandeliers,4875.74,"Bronzed Iron With Crystal Drops. Twenty Four Lights. Comes With 9 Feet Of Chain.

Overall Dimensions: 47h x 40w x 40d
Materials: Iron/Crystal
Finish: Bronze/Clear",9382-1,40,40,47
60026,"WILDWOOD Crystal Urn Lamp",WILDWOOD,Lighting > Table Lamps ,1281.78,"Handmade Solid Crystal

Overall Dimensions: 28h x 7w x 7d
Materials: Solid Crystal
Finish: Clear",60026-1,7,7,28
65222,WILDWOOD Zephyr II Lamp,WILDWOOD,Lighting > Table Lamps ,1316.63,"Ringed Deco Table Lamp Shiny Nickel & Copper Finish

Overall Dimensions: 28h
Materials: Metal
Finish: Copper/Polished Nickel
",65222-1,,,28
67319,WILDWOOD Wild Palm Chandelier (Lg),WILDWOOD,Lighting > Chandeliers,3472.01,"Hand Crafted In The Heart Of Florence, Italy By Expert Craftsmen, Wild Palm Chandelier Is Truly A Work Of Art. A Taupe Leather Drum Shade Surrounds Multiple Palm Fronds Creating A Lovely Modern Waterfront Design. Featuring Six Lights And An Antique Gold Finish, This Chandelier Will Be A Focal Point Of Your Living Area While Providing Opulent Light. Comes With 6 Foot Chain.

Overall Dimensions: 33h x 31.5w x 31.5d
Materials: Metal/Faux Leather
Finish: Antique Gold/Taupe","67319-1, 67319-2, 67319-3, 67319-4, 67319-5",31.5,31.5,33
67105,WILDWOOD Laguna Sconce - Nickel,WILDWOOD,Lighting > Wall Sconces,694.41,"Polished Nickel, One Light, Modern Wall Mounted Sconce With Cream Silkette Shade.

Overall Dimensions: 39h x 5w x 7d
Materials: Metal
Finish: Polished Nickel
Shade Color: White ",67105-1,5,7,39
67105-2,WILDWOOD Laguna Sconce - Nickel,WILDWOOD,Lighting > Wall Sconces,694.41,"Polished Nickel, One Light, Modern Wall Mounted Sconce With Cream Silkette Shade.

Overall Dimensions: 39h x 5w x 7d
Materials: Metal
Finish: Polished Nickel
Shade Color: Black",67105-2-1,5,7,39
67237,WILDWOOD Versailles Chandelier (Sm),WILDWOOD,Lighting > Chandeliers,2859.74,"Antique Silver Leaf Finish On 8 Light Chandelier With Clear Crystals. Comes With 9 Feet Of Chain.

Overall Dimensions: 40h x 31w x 31d
Materials: Iron/Crystal
Finish: Antique Silver Leaf/Clear","67237-1, 67237-2",31,31,40
67057,"WILDWOOD Zenith Chandelier",WILDWOOD,Lighting > Chandeliers,2476.45,"Solid Brass-Antique Finish, Six Lights-With Shades

Overall Dimensions: 29h x 25w x 25d
Materials: Solid Brass
Finish: Antique Patina",67057-1,25,25,29
67366,"WILDWOOD Antoinette Chandelier
",WILDWOOD,Lighting > Chandeliers,2909.51,"Elegance Drips From Every Edge Of This Classic Gold Leaf And Crystal Chandelier.

Overall Dimensions: 35h x 27w x 27d
Materials: Metal/Acrylic/Crystal
Finish: Gold Leaf/Clear/Clear","67366-1, 67366-2, 67366-3",27,27,35
490517,WILDWOOD Bentley Writing Desk,WILDWOOD,Desks,3432.18,"Modern Writing Desk In Black With Gold Accents

Overall Dimensions: 34.5h x 51.3w x 22d
Materials: Wood/Brass/Acrylic
Finish: Black Oak Cerused/Antique/Clear","490517-1, 490517-2, 490517-3, 490517-4",51.3,22,34.5
65248,WILDWOOD Eden Table Lamp - Black,WILDWOOD,Lighting > Table Lamps ,968.18,"Eden Lamp Features The Art Deco Style. This Single Gourd Is Crafted Of Metal With A Clack Finish With Polished Nickel Accents. A Silk Drum Shade Enhances This Elegant Table Lamp.

Overall Dimensions: 30.5h x 9w x 9d
Materials: Metal
Finish: Black",65248-1,9,9,30.5
65712,"WILDWOOD Jermyn Street Chandelier - Double Tier
",WILDWOOD,Lighting > Chandeliers,3297.77,"The Jermyn Street Multi-Shade Version Create A More Traditional Arrangement While Highlighting The Artisan Details In The Chandelier Itself. There Are Fifteen Lights. Comes With Six Feet Of Chain.

Overall Dimensions: 42h x 36w x 36d
Materials: Steel/Fabric
Finish: Polished Nickel/Off White Silkette","65712-1, 65712-2",36,36,42
67292,"WILDWOOD Aiden Chandelier - Brass",WILDWOOD,Lighting > Chandeliers,3979.74,"Iron Chandelier With An Antique Brass Finish And Coffee Tinted Mouth Blown Art Glass Globes. Comes With 6' Of Chain. Six Lights.

Overall Dimensions: 33h x 33w x 33d
Materials: Iron/Art Glass
Finish: Antique Brass/Coffee Tint",67292-1,33,33,33
67318,WILDWOOD Wild Palm Chandelier (Sm),WILDWOOD,Lighting > Chandeliers,3223.11,"Handcrafted In The Heart Of Florence,italy By Expert Craftsmen, Wild Palm Chandelier Is Truly A Work Of Art. A Taupe Leather Drum Shade Surrounds Multiple Palm Fronds Creating A Lovely Modern Waterfront Design.featuring Six Lights And An Antique Gold Finish, This Chandelier Will Be A Focal Point Of Your Foyer Or Hallway While Providing Opulent Light. Comes With 6 Foot Chain.

Overall Dimensions: 22h x 23.5w x 23.5d
Materials: Metal/Faux Leather
FinishAntique Gold/Taupe",67318-1,23.5,23.5,22
67229,WILDWOOD Ansley Chandelier,WILDWOOD,Lighting > Chandeliers,868.63,"Charming, Vintage 8 ""Lite"" Chandelier. Antique Finish With Crystal Beads And Teardrops. Use With Wax Or Battery Operated Candles. (Not Included) Comes With 6 Feet Of Chain.

Overall Dimensions: 40.5h x 22w x 22d
Materials: Iron/Crystal
Finish: Antique Silver Leaf/Clear","67229-1, 67229-1, 67229-3",22,22,40.5
67210,"WILDWOOD Iceland Chandelier (Sm)",WILDWOOD,Lighting > Chandeliers,1913.95,"Over Lapping Concentric Tiers Of Hexagonal Clear Cast Glass Simulating A Translucent Ice Crystal Formation. Twelve Lights. Comes With 6 Feet Of Chain.

Overall Dimensions: 33h x 25w x 25d
Materials: Iron/Crystal
Finish: Antique Silver Leaf/Clear","67210-1, 67210-2",25,25,33
67275,WILDWOOD Billie Jean Chandelier,WILDWOOD,Lighting > Chandeliers,3880.18,"Hand Blown Clear Glass Balls With Polished Brass Frame Work. Sixteen Lights

Overall Dimensions: 30h x 24w x 24d
Materials: Steel/Glass
Finish: Polished Brass/Clear","67275-1, 67275-2",24,24,30
490169,WILDWOOD Elsa Chair - Velvet,WILDWOOD,Seating > Dining Chairs,1167.30,"Reminiscent Of The Klimos Design, Elsa Chair Features The Elegant Curved Legs And Back Displayed In The Original Ancient Greek Arm Chair. This Clear Acrylic Chair Has A Delicate Look But Is Structurally Sound. A Blue Velvet Tufted Seat Cushion Has Been Added To Provide Compfort And To Continue The Modern Design Theme. This Versatile Chair Is A Great Addition To A Dining Table Or As An Accent Chair In Your Sunroom, Foyer Or Living Area.

Overall Dimensions: 34.5h x 21.5w x 21d
Materials: Acrylic
Finish: Clear","490169-1, 490169-2, 490169-3, 490169-4",21.5,21,34.5
65658-2,WILDWOOD Lilith Lamp - Gold Leaf,WILDWOOD,Lighting > Table Lamps,694.41,"1960's Vintage Inspired Table Lamp. Sculpted Metal Leaves With Gold Leaf Finish On A Black Marble Mount.

Overall Dimensions: 29.5h x 16w x 16d
Materials: Iron
Finish: Antique Gold Leaf","65658-2-1, 65658-2-2, 65658-2-3, 65658-2-4, 65658-2-5",16,16,29.5
301891,WILDWOOD Chinoiserie Renaissance Vases,WILDWOOD,Accessories > Vases ,3954.85,"Inspired By An Antique Found In Guanghzon, China, This Set Of Two Features The Classic Dragon Design. The Hand Painted Blue And White Glazed Porcelain Vase Has A Globular Shape With A Bottle Neck That Sits On A Mahogany Base. Create A Stunning Focal Point By Combining With Other Chinoiserie Pieces.

Overall Dimensions: 24h x 15w x 15d
Materials: Porcelain
Finish: Blue/White Glaze","301891-1, 301891-2, 301891-3, 301891-4, 301891-5",15,15,24
65734,"WILDWOOD High Street Chandelier
",WILDWOOD,Lighting > Chandeliers,4477.51,"Perfect Style And Proportion, The High Street Oval Chandelier Is A Stunning Hanging Shade Perfect For Use Over Kitchen Islands, Breakfast Tables, And In Hallways And Entry Foyers. Available In A Polished Nickel Body, The Panels Can Be Painted Any Benjamin Moore Or Custom Painted By Your Decorative Painter On-Site. (Comes With Two 6 Foot Chains And Has Eight Lights)

Overall Dimensions: 27h x 38w x 28.5d
Materials: Metal
Finish: White/Polished Nickel","65734-1, 65734-2, 65734-3, 65734-4, 65734-5",38,28.5,27
25706,WILDWOOD Indigo Girl Lamp II - Blue,WILDWOOD,Lighting > Table Lamps,719.30,"Ceramic Lamp Designed And Created From Original Art By Laura Park, Clear Crystal Mounting

Overall Dimensions: 33h x 9.5w x 9.5d
Materials: Ceramic
Finish: Multi Color Decal",25706-1,9.5,9.5,33
400026-CUSTOM,WILDWOOD Maddox Cabinet - Custom (Brass),WILDWOOD,Cabinets ,1929.90,"Two Door Wooden Cabinet, Custom Painted In Customer's Selection Of Any Benjamin Moore Paint Color. Please Provide Color Name And Number. Not Intended For Clothing Storage.

Overall Dimensions: 36h x 28w x 15.5d
Materials: Wood/Metal
Finish: Any Benjamin Moore Color/Antique Gold","400026-CUSTOM-1, 400026-CUSTOM-2, 400026-CUSTOM-3, 400026-CUSTOM-4, 400026-CUSTOM-5, 400026-CUSTOM-6",28,15.5,36
"400027-CUSTOM",WILDWOOD Maddox Cabinet - Custom (Silver),WILDWOOD,Cabinets ,1928.90,"Wood Cabinet With Two Doors, Custom Painted In Customer's Selection Of Any Benjamin Moore Paint Color. Please Provide Color Name And Number. Not Intended For Clothing Storage.

Overall Dimensions: 36h x 28w x 15.5d
Materials: Wood/Metal
Finish: Benjamin Moore Color/Nickel",400027-CUSTOM-1,28,15.5,36
21257,WILDWOOD Stonehenge Lamp,WILDWOOD,Lighting > Table Lamps,893.51,"Fashioned Out Of A Hand Chiseled Black Stone Slab, The Stonehenge Lamp Is A Perfect Addition To The ""Rustic Modern"" Category With Its Antique Brass Fittings On The Mounting, Neck And Finial. A Crisp White Linen Shade With Smooth Rounded Corners Tops Off The Lamp And Gives A Touch Of Elegance To The Otherwise Rustic Look.

Overall Dimensions: 32h x 9w x 6d
Materials: Stone
Finish: Natural Black","21257-1, 21257-2, 21257-3, 21257-4, 21257-5",9,6,32
9044,WILDWOOD Gold Damask Lamp,WILDWOOD,Lighting > Table Lamps,1120,"Hand Painted Porcelain

Overall Dimensions: 31h x 9w x 9d
Materials: Porcelain
Finish: Hand Painted",9044-1,9,9,31
490422,WILDWOOD Jasper Accent Table (Lg),WILDWOOD,Tables > End tables,659.55,"Natural Multi Green Stone Top With Antique Gold Finish On Iron Base

Overall Dimensions: 21h x 15w x 15d
Materials: Stone
Finish: Natural Multi Green","490422-1, 490422-2, 490422-3, 490422-4, 490422-5",15,15,21
490311,WILDWOOD Mykonos Cocktail Table,WILDWOOD,Tables > Cocktail Tables,4129.07,"Our Stylish Mykonos Cocktail Table Is Crafted Of Acrylic And Features Curvaceous Legs Created By The Greek Key Motif.

Overall Dimensions: 20h x 42w x 28d
Materials: Acrylic
Finish: Clear","490311-1, 490311-2, 490311-3, 490311-4",42,28,20
490170,WILDWOOD Greta Bench - Velvet,WILDWOOD,Seating > Benches & Ottomans,1615.30,"Clear Acrylic Bench With Gold Velvet Tufted Cushion

Overall Dimensions: 19h x 54w x 16d
Materials: Velvet
Finish: Gold","490170-1, 490170-2",54,16,19
67391,WILDWOOD Regatta Chandelier - Gold,WILDWOOD,Lighting > Chandeliers,1232.01,"Antique Gold Leaf Finish With Frosted Glass And Three Lights, Regatta Is The Ideal Chandelier For Your Coastal Dining Or Living Room. Comes With 6' Of Chain.

Overall Dimensions: 34h x 30.5w x 30.5d
Materials: Iron/Glass
Finish: Antique Gold Leaf/Frosted","67391-1, 67391-2, 67391-3, 67391-4",30.5,30.5,34
490543,WILDWOOD Mykonos Stool,WILDWOOD,Seating > Benches & Ottomans,843.74,"Our Alluring Mykonos Stool Features An Acrylic Base With Curvaceous Legs Created By The Greek Key Motif. Topped With A Black Velour Cushion, It Certainly Doesn't Compromise Comfort. It Is The Perfect Choice Where Space Is Limited, So Get Ready In Style And Enjoy The Mykonos Stool At Your Vanity, In Your Walk-In Closet Or Your Bedroom.

Overall Dimensions: 19h x 17w x 18d
Materials: Velour
Finish: Black","490543-1, 490543-2, 490543-3, 490543-4, 490543-5, 490543-6",17,18,19
490409,WILDWOOD Bowen Console,WILDWOOD,Tables > Console Tables ,1441.07,"Modern Acrylic Console With Glass Top And Polished Nickel Accents.

Overall Dimensions: 32h x 54w x 16d
Materials: Acrylic/Glass/Steel
Finish: Clear/Polished Nickel","490409-1, 490409-2, 490409-3, 490409-4, 490409-5",54,16,32
490203,WILDWOOD Hudson II Cocktail Table - Silver,WILDWOOD,Tables > Cocktail Tables,1904.01,"Antique Silver Leaf Finish On Oval Iron Cocktail Table Mirror Top With Antique Finish

Overall Dimensions: 20.5h x 53.5w x 29.5d
Materials: Mirror
Finish: Antique","490203-1, 490203-2, 490203-3",53.5,29.5,20.5
490561,WILDWOOD Andros Black Walnut Cabinet,WILDWOOD,Cabinets ,2386.85,"Accented By Brass Trim Doors And Feet, This Two Door Cabinet With A Checkerboard Pattern In Varied Walnut Features A Large Square Antique Mirror And A Tapered Leg Base. Not Intended For Clothing Storage.

Overall Dimensions: 36h x 34w x 18d
Materials: Wood/Brass/Mirror
Finish: Black Walnut/Antique","490561-1, 490561-2, 490561-3, 490561-4, 490561-5, 490561-6",34,18,36
67176,WILDWOOD Buckhead Chandelier - Silver,WILDWOOD,Lighting > Chandeliers,1963.74,"Antique Silver Leaf Finish On Iron With Clear Crystals. Twelve Lights. Comes With 9 Feet Of Chain.

Overall Dimensions: 46h x 35w x 35d
Materials: Iron
Finish: Antique Silver Leaf","67176-1, 67176-2",35,35,46
67320,WILDWOOD Naples Palm Chandelier (Sm),WILDWOOD,Lighting > Chandeliers,2108.09,"Antique Gold Finish On Palm Leaf 6 Light Chandelier (Small) Comes With 6 Foot Chain.

Overall Dimensions: 13h x 24w x 24d
Materials: Metal
Finish: Antique Gold","67320-1, 67320-2",24,24,13
67321,WILDWOOD Naples Palm Chandelier (Lg),WILDWOOD,Lighting > Chandeliers,2237.51,"Antique Gold Finish On Palm Leaf 6 Light Chandelier (Large) Comes With 6 Foot Chain.

Overall Dimensions: 15h x 32w x 33d
Materials: Metal
Finish: Antique Gold","67321-1, 67321-2, 67321-3",32,33,15
1856,Morning Mist,WILDWOOD ,Art > Paintings,1406,"Morning Mist
44.5h x 44.5w x 2.3d
Oil On Canvas/Wood
Silver","1856-1, 1856-2, 1856-3, 1856-4, 1856-5",44.5,2.3,44.5
1857,Gilded Storm Painting,WILDWOOD ,Art > Paintings,1241,"Gilded Storm Painting
51h x 38.5w x 2.3d
Oil On Canvas/Wood
Gold Leaf
Original Oil On Canvas With Gold Leaf Wood Frame.","1857-1, 1857-2, 1857-3, 1857-4, 1857-5",38.5,2.3,51
1858,Lily Pond ,WILDWOOD ,Art > Paintings,1490,"Lily Pond 
51.5h x 41.5w x 1.5d
Oil On Canvas/Wood
Gold","1858-1, 1858-2",41.5,1.5,51.5
1859,Golden Birch,WILDWOOD ,Art > Paintings,1167,"Godlen Birch
50h x 38w x 2d
Oil On Canvas/Wood
Gold
Oil Painting On Canvas, Gold Frame",1859-1,38,2,50
1860,Quiet River,WILDWOOD ,Art > Paintings,545,"Calm River
36h x 36w
Oil On Canvas

Hand Painted Canvas",1860-1,36,2,36
